355000	0	38.07246398925781
355000	1	20.486316680908203
355000	2	-1.6686969995498657
355000	3	4.963166236877441
355000	4	13.027327537536621
355000	5	9.905707359313965
355000	6	8.131335258483887
355000	7	3.0587470531463623
355000	8	8.849420547485352
355000	9	12.320479393005371
355000	10	4.342765808105469
355000	11	-8.980048179626465
355000	12	2.656343460083008
355000	13	7.481509208679199
355000	14	12.46399974822998
355000	15	9.794496536254883
355000	16	10.146483421325684
355000	17	12.004755973815918
355000	18	4.363431930541992
355000	19	5.265096187591553
355000	20	2.8802106380462646
355000	21	-11.930543899536133
355000	22	10.0258207321167
355000	23	2.8802106380462646
355000	24	4.773370742797852
355000	25	-11.29423713684082
355000	26	1.7856875658035278
355000	27	-12.178930282592773
355000	28	4.008504867553711
355000	29	-11.29423713684082
355000	30	-11.029738426208496
355000	31	11.493577003479004
355000	32	3.463275671005249
355000	33	13.07561206817627
355000	34	11.736906051635742
355000	35	-8.65175724029541
355000	36	11.318939208984375
355000	37	-10.501337051391602
355000	38	3.827099084854126
355000	39	5.549693584442139
355000	40	9.256299018859863
355000	41	20.522777557373047
355000	42	17.027862548828125
355000	43	11.058882713317871
355000	44	20.125059127807617
355000	45	-9.583603858947754
355000	46	6.2786102294921875
355000	47	-11.224963188171387
355000	48	4.695279598236084
355000	49	8.110589981079102
355000	50	4.695279598236084
355000	51	-10.228564262390137
355000	52	7.75630521774292
355000	53	-7.145294666290283
355000	54	-3.8075778484344482
355000	55	-8.169310569763184
355000	56	-4.541754722595215
355000	57	-7.741425514221191
355000	58	10.448430061340332
355000	59	-4.814544677734375
355000	60	7.2395219802856445
355000	61	-11.937530517578125
355000	62	7.326282978057861
355000	63	-11.077964782714844
355000	64	-20.32964515686035
355000	65	-20.32964515686035
355000	66	-2.204011917114258
355000	67	-2.208488702774048
355000	68	-20.32964515686035
355000	69	-2.208488702774048
355000	70	-16.52960205078125
355000	71	-16.794099807739258
355000	72	-34.016265869140625
355000	73	-14.546039581298828
355000	74	-28.762483596801758
355000	75	-35.6268424987793
355000	76	-34.445560455322266
355000	77	-22.06382179260254
355000	78	-24.898147583007812
355000	79	-24.898147583007812
355000	80	-9.272356986999512
355000	81	-24.898147583007812
355000	82	-22.44692611694336
355000	83	-19.439739227294922
355000	84	-20.60105323791504
355000	85	-23.340511322021484
355000	86	-23.280921936035156
355000	87	-9.086090087890625
355000	88	-16.082719802856445
355000	89	-23.340511322021484
355000	90	-22.38542366027832
355000	91	-15.067898750305176
355000	92	-23.991586685180664
355000	93	-22.38542366027832
355000	94	-23.097618103027344
355000	95	-5.821953296661377
355000	96	-20.57225799560547
355000	97	-17.66205406188965
355000	98	-20.85213851928711
355000	99	-15.614967346191406
1310271	0	20.027023315429688
1310271	1	-34.70118713378906
1310271	2	-27.181543350219727
1310271	3	-17.778867721557617
1310271	4	-24.19268798828125
1310271	5	-29.591611862182617
1310271	6	-21.945581436157227
1310271	7	-30.04811668395996
1310271	8	-29.161392211914062
1310271	9	-33.4244499206543
1310271	10	-17.920534133911133
1310271	11	-27.327123641967773
1310271	12	-27.98703956604004
1310271	13	-30.964035034179688
1310271	14	-23.69793701171875
1310271	15	-27.59162139892578
1310271	16	-31.11104393005371
1310271	17	-31.462146759033203
1310271	18	-19.0501651763916
1310271	19	-27.102214813232422
1310271	20	-26.531831741333008
1310271	21	-32.502803802490234
1310271	22	-21.636547088623047
1310271	23	-29.214759826660156
1310271	24	-30.780162811279297
1310271	25	-27.16044044494629
1310271	26	-27.102214813232422
1310271	27	-30.654069900512695
1310271	28	-26.058568954467773
1310271	29	-21.96143913269043
1310271	30	-29.740510940551758
1310271	31	-29.16889762878418
1310271	32	-27.102214813232422
1310271	33	-30.197101593017578
1310271	34	-29.671077728271484
1310271	35	-29.227123260498047
1310271	36	-21.41442108154297
1310271	37	-30.62814712524414
1310271	38	-18.781965255737305
1310271	39	-29.740510940551758
1310271	40	-24.988916397094727
1310271	41	-26.01736831665039
1310271	42	-14.671210289001465
1310271	43	-29.412561416625977
1310271	44	-29.740510940551758
1310271	45	-21.54795265197754
1310271	46	-18.88268280029297
1310271	47	-26.297792434692383
1310271	48	-32.08587646484375
1310271	49	-30.376375198364258
1310271	50	-21.41442108154297
1310271	51	-8.22047233581543
1310271	52	-26.849624633789062
1310271	53	-27.16044044494629
1310271	54	-29.96317481994629
1310271	55	-25.959142684936523
1310271	56	-28.727537155151367
1310271	57	-26.228515625
1310271	58	-28.803531646728516
1310271	59	-29.86660385131836
1310271	60	-29.16889762878418
1310271	61	-18.877975463867188
1310271	62	-30.79421615600586
1310271	63	-28.844568252563477
1310271	64	-29.86660385131836
1310271	65	-32.154937744140625
1310271	66	-27.61198616027832
1310271	67	-29.539566040039062
1310271	68	-29.86660385131836
1310271	69	-29.271259307861328
1310271	70	-30.320785522460938
1310271	71	-29.59829330444336
1310271	72	-25.488771438598633
1310271	73	-27.1630859375
1310271	74	-20.811851501464844
1310271	75	-23.394777297973633
1310271	76	-29.656518936157227
1310271	77	-26.833904266357422
1310271	78	-32.65274429321289
1310271	79	-19.62311553955078
1310271	80	-26.552427291870117
1310271	81	-29.59829330444336
1310271	82	-25.69083023071289
1310271	83	-26.833904266357422
1310271	84	-22.50653076171875
1310271	85	-29.22489356994629
1310271	86	-32.736358642578125
1310271	87	-20.54463005065918
1310271	88	-28.090890884399414
1310271	89	-28.811803817749023
1310271	90	-27.845115661621094
1310271	91	-29.636638641357422
1310271	92	-17.992002487182617
1310271	93	-29.59829330444336
1310271	94	-27.285430908203125
1310271	95	-30.020790100097656
1310271	96	-30.75192642211914
1310271	97	-29.46858024597168
1310271	98	-26.47865867614746
1310271	99	-27.34367561340332
